"date","participant_id","location_id"
"2018-10-11",5327,56
"2018-01-01",5366,65
"2018-07-24",5700,13
"2018-05-07",5276,60
"2018-01-15",388,6
"2018-09-09",6315,72
"2018-04-29",3969,31
"2018-03-03",323,37
"2018-03-17",2624,2
"2018-01-01",1414,65
"2018-04-14",3765,60
"2018-07-14",163,63
"2018-06-24",5328,60
"2018-12-08",5742,8
"2018-01-04",543,17
"2018-12-03",7376,39
"2018-09-29",2020,38
"2018-07-16",3496,71
"2018-09-16",4497,61
"2018-11-06",932,14
"2018-08-13",6228,48
"2018-03-12",2928,13
"2018-05-24",2391,8
"2018-01-02",1172,39
"2018-09-10",2883,49
"2018-09-17",5428,66
"2018-01-13",1746,37
"2018-03-10",7154,11
"2018-11-13",946,8
"2018-04-16",5140,38
"2018-04-17",5258,48
"2018-10-12",5087,60
"2018-09-26",6910,23
"2018-12-04",5416,39
"2018-06-28",6926,72
"2018-09-01",5087,61
"2018-10-22",3042,50
"2018-04-13",1313,7
"2018-05-12",747,15
"2018-02-04",3912,31
"2018-10-16",4420,23
"2018-01-04",43,5
"2018-01-05",4539,16
"2018-10-11",2464,22
"2018-02-09",1359,76
"2018-08-11",5693,26
"2018-12-09",7477,5
"2018-01-25",413,6
"2018-08-16",3454,41
"2018-03-04",4097,34
"2018-12-09",7376,60
"2018-05-31",5883,31
"2018-05-30",6764,71
"2018-04-03",4926,6
"2018-04-02",6223,50
"2018-01-04",3515,20
"2018-04-19",5339,17
"2018-04-21",687,9
"2018-02-09",6129,12
"2018-04-12",1575,66
"2018-09-11",598,76
"2018-07-13",5087,71
"2018-03-05",6291,61
"2018-11-17",480,34
"2018-07-31",6508,10
"2018-06-17",3496,33
"2018-11-18",6602,39
"2018-09-11",1798,35
"2018-01-08",6065,16
"2018-04-23",6291,66
"2018-05-20",999,10
"2018-02-11",2587,2
"2018-07-29",1997,15
"2018-04-13",3184,57
"2018-09-24",618,17
"2018-04-29",1442,57
"2018-10-14",6763,8
"2018-05-12",7497,26
"2018-06-30",3565,52
"2018-04-09",5211,1
"2018-02-10",6375,34
"2018-01-03",3470,9
"2018-01-30",3017,76
"2018-10-18",205,7
"2018-07-18",5932,15
"2018-06-24",1769,56
"2018-05-24",5359,54
"2018-11-05",3028,3
"2018-08-31",1987,63
"2018-06-28",864,37
"2018-09-05",2488,28
"2018-10-22",3825,56
"2018-07-20",4805,65
"2018-03-21",2066,17
"2018-09-28",3444,49
"2018-09-06",1934,37
"2018-08-27",5931,19
"2018-02-15",2649,50
"2018-01-13",4681,73
"2018-07-08",4724,72
"2018-09-17",1694,22
"2018-11-12",4723,7
"2018-11-07",2185,5
"2018-04-15",422,22
"2018-07-08",5414,39
"2018-07-27",699,46
"2018-01-31",5834,64
"2018-07-24",90,7
"2018-01-14",5853,34
"2018-06-07",122,41
"2018-08-28",3671,53
"2018-04-06",3214,46
"2018-04-08",3243,15
"2018-11-21",3965,56
"2018-08-16",867,71
"2018-07-20",3093,67
"2018-04-15",2852,65
"2018-05-24",2419,71
"2017-12-31",1674,57
"2018-01-30",276,9
"2018-02-16",4038,37
"2018-08-19",696,8
"2018-07-22",2189,72
"2018-05-26",6321,2
"2018-05-16",1547,76
"2018-10-31",796,4
"2018-03-14",1457,18
"2018-02-14",2940,64
"2018-05-27",951,36
"2018-05-08",2627,10
"2018-07-05",3581,17
"2018-08-11",5627,23
"2018-10-25",3807,66
"2018-11-12",2145,70
"2018-07-02",4069,33
"2018-12-09",5652,12
"2018-01-29",3007,48
"2018-01-09",5818,34
"2018-11-20",5091,53
"2018-01-10",2059,46
"2018-05-24",1490,76
"2018-07-12",2208,4
"2018-07-08",7385,6
"2018-11-10",5034,5
"2018-10-24",577,22
"2018-10-03",2792,7
"2018-05-10",3756,71
"2018-02-10",1441,8
"2018-02-26",6466,61
"2018-03-22",3515,66
"2018-02-26",4446,13
"2018-07-04",3048,6
"2018-05-23",5957,36
"2018-03-06",122,54
"2018-02-06",3929,15
"2018-05-26",2127,53
"2018-12-08",3119,22
"2018-09-28",3815,7
"2018-01-12",4944,34
"2018-02-22",5172,9
"2018-01-12",2353,14
"2018-07-09",5318,52
"2018-02-04",6950,31
"2018-09-09",2139,4
"2018-01-28",7328,35
"2018-07-11",7317,41
"2018-05-20",5424,22
"2018-07-14",2352,61
"2018-10-27",3682,22
"2018-05-04",3760,53
"2018-06-03",5179,41
"2018-11-20",1032,6
"2018-04-02",3756,36
"2018-10-24",6991,17
"2018-05-16",3491,50
"2018-07-04",3243,56
"2018-06-24",1931,3
"2018-04-12",88,61
"2018-07-06",2899,46
"2018-10-28",1929,23
"2018-07-12",1438,71
"2018-08-24",4805,23
"2018-09-20",7458,49
"2018-02-12",3122,63
"2018-10-03",721,20
"2018-03-08",2167,9
"2018-05-29",6951,38
"2018-08-06",6623,63
"2018-05-13",6762,18
"2018-03-06",5764,76
"2018-05-12",534,8
"2018-04-04",5842,9
"2018-03-12",6792,23
"2018-06-30",2645,15
"2018-07-09",5801,41
"2018-08-24",3867,72
"2018-12-07",4962,39
"2018-08-16",3653,6
"2018-02-27",3756,7
"2018-08-04",3224,70
"2018-10-06",3747,14
"2018-10-01",1035,28
"2018-09-17",4566,51
"2018-06-27",5463,33
"2018-01-17",734,10
"2018-07-29",5252,18
"2018-07-28",2276,11
"2018-01-10",6434,2
"2018-08-06",667,28
"2018-02-22",6316,13
"2018-05-20",35,19
"2018-02-06",2259,1
"2018-05-02",3001,23
"2018-10-14",7266,8
"2018-09-17",2100,1
"2018-02-07",6602,73
"2018-03-11",3995,28
"2018-05-23",4088,49
"2018-01-08",5623,28
"2018-09-10",338,51
"2018-05-21",2583,70
"2018-02-17",6989,41
"2018-08-28",2690,37
"2018-01-31",5592,41
"2018-04-12",3723,63
"2018-10-24",6134,73
"2018-01-02",5352,28
"2018-11-27",1092,12
"2018-11-04",1236,60
"2018-10-18",7324,51
"2018-09-07",5253,33
"2018-01-28",6616,28
"2018-02-18",4387,71
"2018-02-10",2203,12
"2018-06-08",4581,61
"2018-11-10",7460,9
"2018-03-13",6476,1
"2018-04-09",7049,38
"2018-04-24",4697,57
"2018-05-03",5754,6
"2018-04-18",6381,11
"2018-10-21",4815,73
"2018-02-26",1296,61
"2018-03-18",4040,9
"2018-05-23",5252,49
"2018-10-31",4028,14
"2018-10-17",1418,67
"2018-02-15",3238,13
"2018-07-25",1910,9
"2018-05-18",6992,18
"2018-04-05",5463,60
"2018-02-20",5318,10
"2018-12-06",5919,66
"2018-01-01",6462,34
"2018-09-12",633,23
"2018-11-17",4003,48
"2018-10-16",7029,17
"2018-07-15",471,4
"2018-01-03",5361,73
"2018-11-11",1806,11
"2018-08-21",2969,7
"2018-08-09",3422,66
"2018-11-02",3020,11
"2018-02-25",7410,33
"2018-09-10",5417,13
"2018-06-02",572,57
"2018-06-11",7115,8
"2018-02-16",576,37
"2018-09-30",5336,1
"2018-08-09",424,71
"2018-02-28",4839,65
"2018-09-04",2553,17
"2018-11-25",5091,8
"2018-05-18",1370,34
"2018-01-21",958,73
"2018-03-13",113,4
"2018-08-14",1934,60
"2018-03-29",1675,60
"2018-08-20",743,35
"2018-12-07",7373,37
"2018-01-26",1350,64
"2018-05-17",5184,65
"2018-07-29",771,28
"2018-07-24",1900,8
"2018-10-29",6040,3
"2018-06-14",4921,61
"2018-05-17",6405,6
"2018-05-29",5424,41
"2018-05-10",901,52
"2018-01-06",7328,37
"2018-04-09",3749,41
"2018-04-20",7364,22
"2018-09-29",1929,60
"2018-10-07",4767,17
"2018-10-17",6072,67
"2018-11-15",5183,39
"2018-08-10",4197,35
"2018-07-13",3020,53
"2018-01-11",104,36
"2018-11-05",5972,65
"2018-11-23",6117,9
"2018-09-08",757,39
"2018-11-20",7121,2
"2018-03-16",5092,63
"2018-05-09",5336,23
"2018-11-28",7302,16
"2018-10-24",3119,65
"2018-01-23",1635,41
"2018-11-14",4673,37
"2018-01-22",3446,51
"2018-08-20",1548,2
"2018-06-29",7071,65
"2018-10-19",5218,19
"2018-10-05",1755,36
"2018-06-02",2514,54
"2018-07-17",5685,8
"2018-12-06",1821,26
"2018-12-04",1543,28
"2018-06-04",2928,60
"2018-09-29",1833,5
"2018-09-09",4509,6
"2018-03-18",5627,9
"2018-08-22",3328,11
"2018-05-31",2721,4
"2018-05-13",4723,26
"2018-10-08",52,72
"2018-01-24",6932,73
"2018-09-03",6739,5
"2018-05-03",6976,50
"2018-07-02",3032,14
"2018-05-25",2424,17
"2018-02-10",132,6
"2018-05-10",7015,41
"2018-01-05",4015,6
"2018-12-02",5848,53
"2018-01-02",1564,71
"2018-02-06",4912,34
"2018-09-27",277,37
"2018-11-13",6472,37
"2018-07-19",4380,73
"2018-10-24",5422,2
"2018-09-04",5066,60
"2018-07-04",786,4
"2018-11-28",616,50
"2018-09-13",4640,34
"2018-08-14",4195,4
"2018-12-04",6846,6
"2018-04-28",5273,3
"2018-04-06",4071,70
"2018-07-22",3224,76
"2018-05-25",6344,37
"2018-05-14",1573,8
"2018-07-11",5992,37
"2018-10-17",3155,28
"2018-05-10",4644,7
"2018-10-23",4723,61
"2018-09-08",3409,35
"2018-11-30",5327,10
"2018-09-11",887,4
"2018-07-28",3356,60
"2018-01-31",1086,1
"2018-06-06",2446,56
"2018-07-10",1814,36
"2018-06-07",4388,66
"2018-07-27",7406,14
"2018-01-15",2952,1
"2018-12-06",6100,8
"2018-05-23",815,5
"2018-11-20",2522,70
"2018-09-09",6013,34
"2018-04-04",6559,10
"2018-02-19",1629,13
"2018-05-14",5766,28
"2018-05-25",1260,72
"2018-02-12",1633,39
"2018-04-05",4941,18
"2018-10-18",1551,26
"2018-07-26",3882,19
"2018-05-07",1985,15
"2018-08-25",2477,39
"2018-06-20",3771,12
"2018-07-27",2497,10
"2018-01-25",3664,73
"2018-04-23",1903,46
"2018-05-20",4236,38
"2018-05-21",716,70
"2018-03-26",5414,66
"2018-02-19",576,6
"2018-11-26",823,35
"2018-08-21",3644,48
"2018-06-28",5163,8
"2018-01-29",3264,26
"2018-11-09",5599,57
"2018-05-18",2065,1
"2018-03-13",3951,5
"2018-07-25",2077,26
"2018-07-02",6547,5
"2018-10-10",3178,37
"2018-10-16",4382,70
"2018-08-25",725,13
"2018-02-11",4859,9
"2018-10-04",6033,35
"2018-05-28",6971,7
"2018-12-06",4649,3
"2018-07-16",752,22
"2018-10-05",1548,34
"2018-11-24",4529,13
"2018-08-10",2438,64
"2018-07-06",4839,9
"2018-01-09",2873,11
"2018-05-20",38,66
"2018-06-20",2502,16
"2018-06-25",1352,71
"2018-07-07",1079,34
"2018-04-06",3575,26
"2018-01-07",3543,64
"2018-08-26",6610,35
"2018-02-23",7356,60
"2018-01-26",3853,23
"2018-02-14",412,6
"2018-01-02",7177,2
"2018-10-05",2519,71
"2018-07-09",1905,1
"2018-06-25",3957,51
"2018-06-20",4806,51
"2018-02-19",4114,14
"2018-07-18",2645,36
"2018-05-07",4717,8
"2018-06-15",3489,52
"2018-06-08",442,64
"2018-06-08",7064,39
"2018-07-09",3558,39
"2018-06-25",3668,15
"2018-10-26",2054,28
"2018-02-20",5971,52
"2018-08-10",2133,65
"2018-06-20",3134,22
"2018-05-19",3853,18
"2018-03-14",1155,19
"2018-11-02",7084,34
"2018-02-14",6108,12
"2018-12-03",1659,53
"2018-06-07",2203,61
"2018-07-11",6415,12
"2018-03-14",1290,31
"2018-04-08",4992,18
"2018-05-17",3321,1
"2018-04-06",6003,56
"2018-05-05",6676,10
"2018-06-05",1788,54
"2018-10-23",7074,65
"2018-10-10",3147,11
"2018-02-16",1997,7
"2018-12-08",4627,46
"2018-08-31",198,17
"2018-02-12",753,10
"2018-10-27",7024,6
"2018-04-10",1842,22
"2018-06-22",3720,14
"2018-06-17",2831,37
"2018-12-02",1296,76
"2018-04-21",5341,28
"2018-10-25",6927,1
"2018-08-11",6218,53
"2018-09-22",7084,56
"2018-08-13",704,71
"2018-05-13",6570,60
"2018-03-02",2288,54
"2018-05-02",5821,37
"2018-10-11",3631,71
"2018-10-29",3955,4
"2018-06-29",2279,14
"2018-09-18",591,65
"2018-08-24",4807,50
"2018-01-06",3077,8
"2018-04-23",508,46
"2018-10-26",1566,10
"2018-10-10",6482,17
"2018-07-22",7497,35
"2018-04-08",5472,71
"2018-12-08",687,3
"2018-05-20",3604,26
"2018-02-04",118,49
"2018-07-07",225,1
"2018-04-26",6656,6
"2018-10-01",4799,26
"2018-08-13",2534,63
"2018-06-16",5304,19
"2018-02-28",5037,72
"2018-08-27",2740,52
"2018-11-08",4543,64
"2018-04-06",1026,60
"2018-06-01",2667,4
"2018-04-25",2494,71
"2018-06-06",670,3
"2018-05-20",3410,67
"2018-12-09",752,1
"2018-01-08",4441,41
"2018-10-31",6626,2
"2018-12-08",4649,20
"2018-05-25",7477,9
"2018-02-15",4612,35
"2018-07-11",5111,41
"2018-06-12",600,17
"2018-06-04",7391,53
"2018-04-22",5140,15
"2018-04-10",3613,53
"2018-05-11",6816,4
"2018-06-01",5811,66
"2018-07-10",3041,63
"2018-10-17",2281,51
"2018-12-01",122,11
"2018-06-12",5416,71
"2018-08-11",230,34
"2018-10-12",6298,7
"2018-02-16",3194,53
"2018-12-05",3668,35
"2018-04-12",7249,14
"2018-10-10",247,7
"2018-03-21",5245,8
"2018-10-02",1543,14
"2018-03-25",3766,9
"2018-06-01",3277,1
"2018-06-14",3098,4
"2018-01-06",1032,67
"2018-06-24",749,65
"2018-06-14",485,11
"2018-08-16",2464,28
"2018-01-27",1821,48
"2018-06-21",1093,61
"2018-07-30",2816,12
"2018-02-28",7373,11
"2018-06-05",4805,1
"2018-10-31",4617,15
"2018-03-29",834,6
"2018-06-04",4444,6
"2018-03-16",5941,7
"2018-06-09",2165,5
"2018-09-16",6167,36
"2018-04-11",5329,70
"2018-10-30",3549,57
"2018-12-08",4466,52
"2018-05-04",2108,39
"2018-05-07",6147,73
"2018-11-19",5120,33
"2018-05-29",2508,4
"2018-05-26",4928,7
"2018-09-13",114,2
"2018-11-24",7294,71
"2018-06-17",7327,20
"2018-03-12",2017,9
"2018-03-21",2317,15
"2018-01-15",2219,76
"2018-03-12",1869,41
"2018-06-10",1165,57
"2018-11-06",3686,38
"2018-11-24",1507,16
"2018-05-10",450,35
"2018-08-24",3692,51
"2018-09-21",1575,60
"2018-11-13",3892,60
"2018-02-19",4937,57
"2018-03-24",2293,61
"2018-01-31",6688,46
"2018-02-15",391,10
"2018-05-11",1022,71
"2018-08-04",2929,23
"2018-09-29",424,37
"2018-06-04",3760,14
"2018-01-30",6590,3
"2018-10-16",416,13
"2018-07-31",162,53
"2018-11-20",5488,54
"2018-11-01",6361,46
"2018-07-10",7416,36
"2018-07-15",1895,9
"2018-02-27",2810,67
"2018-03-06",6762,11
"2018-01-06",5478,22
"2018-05-24",5412,46
"2018-03-02",2550,63
"2018-03-10",475,11
"2018-03-05",3634,37
"2018-08-15",121,38
"2018-03-28",1378,28
"2018-03-30",4079,38
"2018-03-30",1931,76
"2018-09-29",1999,34
"2018-03-12",2916,6
"2018-03-21",3854,70
"2018-02-27",5153,39
"2018-01-13",424,5
"2018-01-02",5739,22
"2018-01-18",3798,26
"2018-09-13",576,15
"2018-11-10",2723,34
"2018-03-01",2893,50
"2018-06-13",4119,17
"2018-02-12",3214,71
"2018-04-10",2203,23
"2018-01-25",6083,51
"2018-02-15",1343,66
"2018-11-28",864,8
"2018-08-20",7064,70
"2018-08-18",1413,17
"2018-01-28",5686,4
"2018-08-03",1806,19
"2018-07-03",2519,67
"2018-06-11",5214,22
"2018-11-15",1022,65
"2018-04-10",6298,9
"2018-09-02",5337,76
"2018-01-12",6567,14
"2018-07-23",5327,35
"2018-06-25",6389,65
"2018-09-04",2288,6
"2018-10-27",2352,15
"2018-09-02",815,37
"2018-06-23",5423,19
"2018-05-27",2678,22
"2018-06-18",683,10
"2018-09-06",4474,35
"2018-07-24",981,19
"2018-03-13",6951,72
"2018-11-14",4268,71
"2018-05-17",6036,46
"2018-06-03",2468,41
"2018-01-09",3231,46
"2018-04-25",3765,22
"2018-05-17",999,64
"2018-06-13",5871,26
"2018-09-13",1343,31
"2018-05-10",1453,14
"2018-03-30",7024,54
"2018-06-21",3028,19
"2018-06-23",3491,22
"2018-02-25",4416,31
"2018-08-08",3985,71
"2018-08-19",2860,20
"2018-05-18",4028,71
"2018-10-25",6747,15
"2018-11-30",3617,41
"2018-08-28",5527,28
"2018-06-15",1997,19
"2018-06-28",4543,9
"2018-02-25",3668,49
"2018-10-19",1781,2
"2018-08-10",5382,17
"2018-01-18",3000,15
"2018-12-01",6149,65
"2018-07-11",4697,20
"2018-06-22",966,17
"2018-08-27",6583,48
"2018-04-04",2074,11
"2018-06-23",225,11
"2018-08-18",5932,71
"2018-10-31",5649,18
"2018-10-26",5734,11
"2018-11-02",3017,63
"2018-03-16",6128,60
"2018-04-27",5971,19
"2018-09-27",6509,6
"2018-02-12",3588,6
"2018-02-07",5385,56
"2018-11-15",3643,33
"2018-02-13",5021,20
"2018-09-23",6979,23
"2018-10-25",4860,9
"2018-03-16",3509,60
"2018-09-20",7267,6
"2018-12-04",4307,23
"2018-06-04",3496,71
"2018-07-20",6128,65
"2018-08-11",5354,65
"2018-04-29",7328,35
"2018-08-22",501,12
"2018-08-27",1411,15
"2018-01-19",536,11
"2018-08-11",4090,63
"2018-11-02",3482,73
"2018-05-30",4390,71
"2018-03-14",5238,41
"2018-08-22",3361,7
"2018-03-22",2552,12
"2018-04-28",349,23
"2018-01-22",1386,12
"2018-06-18",5227,70
"2018-09-28",3232,10
"2018-01-03",2409,15
"2018-10-12",2494,4
"2018-03-22",2468,38
"2018-10-25",4918,64
"2018-05-18",1405,3
"2018-07-25",4566,36
"2018-09-22",4967,3
"2018-03-18",394,9
"2018-11-16",4961,33
"2018-03-05",3321,6
"2018-05-27",5218,36
"2018-07-07",331,67
"2018-07-10",5372,61
"2018-02-19",518,26
"2018-05-19",4747,36
"2018-02-20",3194,8
"2018-04-30",2861,39
"2018-03-17",6686,26
"2018-09-18",3543,7
"2018-12-10",2840,57
"2018-07-15",5152,53
"2018-05-17",4933,39
"2018-01-23",849,37
"2018-03-29",3210,71
"2018-09-06",1026,13
"2018-09-08",4509,11
"2018-07-09",2629,10
"2018-12-11",6923,17
"2018-03-22",6656,73
"2018-07-16",6591,72
"2018-07-26",2182,26
"2018-04-06",4581,56
"2018-05-28",2741,34
"2018-02-17",2553,54
"2018-02-24",5534,23
"2018-06-01",78,19
"2018-10-30",5754,9
"2018-04-16",3798,1
"2018-04-28",2165,7
"2018-02-24",1570,15
"2018-02-20",4091,12
"2018-10-15",4948,53
"2018-01-28",7497,67
"2018-05-29",1327,17
"2018-09-01",3923,23
"2018-06-10",4899,36
"2018-09-02",2723,5
"2018-03-05",925,20
"2018-03-14",5821,73
"2018-10-06",3605,73
"2018-07-17",786,56
"2018-08-15",6938,10
"2018-09-10",1330,2
"2018-11-21",2189,5
"2018-01-14",4749,7
"2018-10-31",2893,60
"2018-01-23",4697,53
"2018-01-09",4678,6
"2018-08-28",304,71
"2018-05-24",114,17
"2018-06-26",422,16
"2018-05-25",7336,7
"2018-07-22",2831,12
"2018-08-23",4522,51
"2018-01-05",6111,54
"2018-08-18",4174,53
"2018-11-10",6033,6
"2018-11-28",1142,19
"2018-06-11",1494,38
"2018-03-16",7396,51
"2018-02-02",2112,48
"2018-03-25",3570,9
"2018-04-05",5412,2
"2018-08-14",26,2
"2018-02-05",6680,33
"2018-12-01",381,31
"2018-03-26",3150,65
"2018-03-09",5751,8
"2018-10-25",3429,33
"2018-01-25",1807,4
"2018-03-17",566,63
"2018-07-30",2034,19
"2018-04-05",5354,46
"2018-07-11",1146,2
"2018-07-24",7318,39
"2018-06-17",5962,46
"2018-03-29",4509,41
"2018-11-05",5957,23
"2018-03-15",143,66
"2018-08-26",5660,57
"2018-09-23",616,34
"2018-09-21",3866,20
"2018-02-24",2637,48
"2018-10-08",7478,49
"2018-07-02",6016,31
"2018-07-13",297,37
"2018-11-25",1671,61
"2018-11-02",6016,50
"2018-09-05",5184,26
"2018-10-28",513,48
"2018-06-06",854,17
"2018-03-10",2810,33
"2018-01-20",5623,63
"2018-11-04",4294,35
"2018-05-18",2342,54
"2018-04-26",501,35
"2018-05-17",4924,33
"2018-10-22",2108,48
"2018-03-15",2875,20
"2018-11-08",1351,14
"2018-02-21",6618,1
"2018-04-20",4565,64
"2018-10-13",5693,49
"2018-05-15",5928,48
"2018-02-16",6764,41
"2018-01-28",4734,46
"2018-10-16",2429,38
"2018-03-10",3155,33
"2018-06-10",2065,6
"2018-04-27",4259,18
"2018-09-29",521,50
"2018-03-23",6118,10
"2018-09-17",303,20
"2018-07-29",442,60
"2018-06-27",4688,16
"2018-09-13",3967,66
"2018-03-05",4886,53
"2018-04-29",5505,7
"2018-03-03",2857,18
"2018-10-08",6390,9
"2018-01-19",5221,3
"2018-08-24",2156,6
"2018-04-11",3056,22
"2018-04-19",3150,34
"2018-05-21",7029,56
"2018-03-06",5341,28
"2018-12-06",4615,35
"2018-04-22",1971,53
"2018-02-23",2876,22
"2018-05-28",549,17
"2018-11-12",5158,57
"2018-02-02",7255,19
"2018-09-04",101,66
"2018-08-30",6630,15
"2018-02-18",859,33
"2018-08-18",901,54
"2018-03-16",2165,17
"2018-05-08",1556,3
