O,D,distance_m,duration_s
57,58,2933,1291
57,59,3997,2162
57,60,2452,1085
57,61,10065,3775
57,62,4251,2099
57,63,7107,2306
57,64,1560,752
57,65,8276,4003
57,66,10524,4116
57,67,3467,2013
57,68,7120,3220
57,69,3411,1801
57,70,1139,598
57,71,NA,NA
57,72,11595,4379
57,73,2700,1794
57,74,4833,2380
57,75,3071,1329
57,76,5778,2622
57,77,5752,2284
57,78,8448,3800
57,79,6693,3103
57,80,4854,2578
57,81,4711,1980
57,82,8721,3525
57,83,6605,2821
57,84,4724,2010
57,85,2558,1154
57,86,12555,5077
57,87,6150,2878
57,88,9333,4354
57,89,6955,2892
57,90,5200,2470
57,91,3928,2168
57,92,3163,1226
57,93,9201,2720
57,94,6690,2894
57,95,3968,2177
57,96,5785,2351
57,97,9265,3668
57,98,7986,3787
57,99,5162,2573
57,100,4964,2042
57,101,9880,2711
57,102,4515,2271
57,103,10564,4880
57,104,12689,5341
57,105,8741,3808
57,106,10516,4441
57,107,7946,4007
57,108,6716,3025
57,109,6429,2070
57,110,5528,2699
57,111,4111,1482
57,112,5995,1838
57,113,8973,3776
57,114,7957,3670
57,115,11487,5482
57,116,8164,2657
57,117,10176,3924
57,118,19575,4727
57,119,5284,1829
57,120,7396,3791
57,121,5456,2782
57,122,9307,3763
57,123,8027,3344
57,124,5955,1895
57,125,7811,3604
57,126,10716,4196
57,127,11142,3290
57,128,7772,2383
57,129,13533,6487
57,130,10171,3279
57,131,6081,2912
57,132,12093,3436
57,133,6707,2678
57,134,9950,4132
57,135,11953,3359
57,136,12357,4490
57,137,7189,2858
57,138,8848,2744
57,139,9620,3983
57,140,14105,3846
57,141,7818,3503
57,142,13032,3580
57,143,12017,3127
57,144,6167,2119
57,145,12459,3779
57,146,12243,4453
57,147,8442,3275
57,148,6792,2297
57,149,8825,2741
57,150,8686,3605
57,151,9245,2574
57,152,7464,3074
57,153,13740,4063
57,154,7584,3150
57,155,11832,4853
57,156,11385,3498
57,157,13615,4438
57,158,9711,2941
57,159,7453,2748
57,160,8926,3139
57,161,10154,2806
57,162,9406,4065
57,163,7375,2250
57,164,10143,4261
57,165,10066,3327
57,166,8763,3704
57,167,9918,3679
57,168,10978,4416
57,169,10846,3292
57,170,8711,3466
57,171,11652,3642
57,172,12181,3542
57,173,12916,4555
57,174,8571,3213
57,175,8940,3002
57,176,10484,4414
57,177,8785,2939
57,178,11068,4157
57,179,10141,4349
57,180,9709,3552
57,181,13880,4249
57,182,9800,3792
57,183,12517,3933
57,184,9655,3625
57,185,9206,2997
57,186,10161,3489
57,187,12498,4382
57,188,10979,3834
57,189,11481,3385
57,190,11580,3048
57,191,10056,3423
57,192,10530,3862
57,193,12028,4413
57,194,11606,4610
57,195,13158,4202
57,196,10881,3275
57,197,11208,3793
57,198,13351,4467
57,199,11592,3226
57,200,12859,4372
58,1,NA,NA
58,2,8333,3593
58,3,9110,3800
58,4,7767,3345
58,5,7886,3771
58,6,11598,5885
58,7,7123,2933
58,8,8427,4256
58,9,10022,4620
58,10,7385,3370
58,11,6701,2949
58,12,11181,4220
58,13,7564,3063
58,14,7730,3016
58,15,4794,2039
58,16,8670,3321
58,17,7650,2517
58,18,5902,2736
58,19,6136,2604
58,20,9670,3403
58,21,7710,2826
58,22,5496,2505
58,23,7236,3139
58,24,8516,3090
58,25,3260,1371
58,26,6949,2817
58,27,10193,3868
58,28,4649,1970
58,29,5056,2500
58,30,9205,2457
58,31,12791,4135
58,32,5913,2389
58,33,2682,1187
58,34,6640,2715
58,35,8695,2148
58,36,2903,1529
58,37,5636,2610
58,38,4078,1630
58,39,3753,1432
58,40,14529,6161
58,41,2964,1326
58,42,9762,2783
58,43,5991,1678
58,44,7296,1928
58,45,1489,811
58,46,14790,6349
58,47,11395,4386
58,48,4093,1678
58,49,8725,2425
58,50,2513,1091
58,51,1305,1107
58,52,1460,917
58,53,4291,1740
58,54,8056,3783
58,55,8468,4164
58,56,5533,2708
58,57,2644,1577
58,59,6191,2917
58,60,2051,910
58,61,13386,4226
58,62,1470,764
58,63,10424,2685
58,64,4342,2149
58,65,10469,4759
58,66,13845,4567
58,67,5661,2768
58,68,11671,3535
58,69,1554,953
58,70,3314,1571
58,71,NA,NA
58,72,12332,4622
58,73,5001,2340
58,74,7086,3493
58,75,3384,1861
58,76,3495,1725
58,77,3470,1467
58,78,13036,4432
58,79,11728,3131
58,80,2183,1093
58,81,7091,3276
58,82,6438,2708
58,83,3338,1508
58,84,3016,1682
58,85,4484,2046
58,86,15872,5528
58,87,3248,1490
58,88,14367,4331
58,89,4672,2075
58,90,7454,3583
58,91,6422,3009
58,92,5219,2203
58,93,12518,3099
58,94,3909,1559
58,95,5937,2883
58,96,3290,1455
58,97,6982,2851
58,98,4713,2498
58,99,7958,3633
58,100,4493,1799
58,101,13197,3090
58,102,6459,2962
58,103,12912,6055
58,104,14882,6097
58,105,5960,2473
58,106,8233,3624
58,107,5622,3260
58,108,8969,4138
58,109,8181,3006
58,110,7473,3368
58,111,5664,2386
58,112,4727,1886
58,113,6193,2441
58,114,5177,2335
58,115,13681,6243
58,116,9916,3593
58,117,15410,3832
58,118,21334,5686
58,119,6434,2625
58,120,9406,4291
58,121,6571,3181
58,122,6528,2470
58,123,5142,2023
58,124,6928,2971
58,125,10065,4717
58,126,8283,3186
58,127,14459,3669
58,128,9524,3319
58,129,10618,5057
58,130,13165,4564
58,131,8069,3775
58,132,7513,2812
58,133,6906,3267
58,134,7169,2797
58,135,15270,3738
58,136,16949,4851
58,137,9732,3921
58,138,10600,3680
58,139,10506,4515
58,140,9906,2742
58,141,6601,2731
58,142,9405,2365
58,143,9185,3477
58,144,7537,2967
58,145,15780,4158
58,146,16835,4814
58,147,9287,3945
58,148,9016,3270
58,149,10577,3677
58,150,7629,2954
58,151,10997,3510
58,152,8940,3948
58,153,16985,4775
58,154,9528,3871
58,155,9620,3795
58,156,13137,4434
58,157,17749,4490
58,158,11463,3877
58,159,9463,3313
58,160,8904,3605
58,161,11906,3742
58,162,10556,4480
58,163,8870,3376
58,164,9080,3945
58,165,11818,4353
58,166,11020,4825
58,167,11939,4597
58,168,9915,4100
58,169,12655,4222
58,170,10656,4157
58,171,13404,4578
58,172,13356,4563
58,173,14668,5491
58,174,10581,3779
58,175,9296,3920
58,176,11634,4829
58,177,11126,3494
58,178,13130,5071
58,179,13246,4945
58,180,11720,4119
58,181,11791,3062
58,182,12798,3777
58,183,14269,4869
58,184,12334,4617
58,185,16003,4003
58,186,10418,4724
58,187,16504,4039
58,188,13003,4612
58,189,13819,4550
58,190,13918,4233
58,191,16854,4429
58,192,12905,5026
58,193,14398,5203
58,194,13114,5355
58,195,12565,5117
58,196,12853,3449
58,197,14018,4325
58,198,13708,5119
58,199,13976,4289
58,200,15234,5432
59,1,NA,NA
59,2,10302,3885
59,3,11079,4092
59,4,10124,3566
59,5,9393,3720
59,6,10740,4690
59,7,10471,4252
59,8,7716,2933
59,9,7980,3811
59,10,11316,4014
59,11,10183,3404
59,12,8232,3198
59,13,11078,4552
59,14,8224,2891
59,15,8280,2527
59,16,8950,2411
59,17,6533,2037
59,18,7007,2171
59,19,9951,4177
59,20,6720,2381
59,21,11154,3122
59,22,10192,4654
59,23,5433,1605
59,24,5300,2218
59,25,8630,2973
59,26,5237,1649
59,27,8228,2869
59,28,7689,3298
59,29,10229,4212
59,30,4086,2264
59,31,5085,3275
59,32,6264,2655
59,33,7737,2299
59,34,3614,1293
59,35,3611,2149
59,36,9027,3929
59,37,10809,4322
59,38,5428,2736
59,39,6592,2973
59,40,9092,2351
59,41,6196,3057
59,42,2693,1695
59,43,4091,2166
59,44,2322,1330
59,45,8699,2476
59,46,9120,4307
59,47,8385,3148
59,48,5134,2690
59,49,2165,1064
59,50,8104,3786
59,51,5077,2769
59,52,9393,2515
59,53,3636,1819
59,54,1939,971
59,55,3629,1936
59,56,1560,934
59,57,3660,2124
59,58,6502,3188
59,60,6038,2853
59,61,5202,2628
59,62,8711,3973
59,63,2544,1114
59,64,2807,1375
59,65,4799,2717
59,66,5661,2969
59,67,1487,846
59,68,3623,1566
59,69,7559,3528
59,70,3933,1952
59,71,NA,NA
59,72,9815,3749
59,73,3727,1936
59,74,1506,933
59,75,6271,2849
59,76,10214,4401
59,77,9124,4277
59,78,5089,2328
59,79,3555,1439
59,80,8104,3466
59,81,2103,1111
59,82,12099,5518
59,83,8894,4313
59,84,7295,3242
59,85,5255,2266
59,86,7888,4114
59,87,9317,4483
59,88,5835,2699
59,89,10332,4885
59,90,2925,1500
59,91,3121,1606
59,92,6564,2768
59,93,4346,1407
59,94,11159,4362
59,95,4796,2478
59,96,8956,3881
59,97,12637,5661
59,98,11448,5281
59,99,3784,1991
59,100,7549,3455
59,101,5024,1398
59,102,3675,2132
59,103,7067,3230
59,104,9213,4055
59,105,12663,5077
59,106,13894,6434
59,107,10851,4895
59,108,4486,2214
59,109,4409,1789
59,110,4916,2181
59,111,7467,2969
59,112,9351,3481
59,113,14674,5035
59,114,12539,4956
59,115,7836,3418
59,116,6143,2376
59,117,7237,2140
59,118,9666,4524
59,119,8640,3315
59,120,5845,3141
59,121,5165,2394
59,122,12726,5591
59,123,11599,4501
59,124,6850,2791
59,125,5948,2126
59,126,14093,6189
59,127,6287,1977
59,128,5751,2102
59,129,19099,7286
59,130,6826,2456
59,131,5179,2530
59,132,12960,5027
59,133,10270,3962
59,134,15364,5154
59,135,7097,2046
59,136,8922,3149
59,137,6438,2498
59,138,6828,2463
59,139,7092,3107
59,140,17045,5357
59,141,11945,4648
59,142,15972,5091
59,143,14956,4638
59,144,8296,3474
59,145,7607,2466
59,146,8808,3112
59,147,6660,3012
59,148,9575,4085
59,149,6805,2460
59,150,12811,4756
59,151,7224,2293
59,152,7405,3022
59,153,8915,3404
59,154,6697,2688
59,155,16949,5868
59,156,8094,2377
59,157,9576,2772
59,158,7690,2660
59,159,8174,3004
59,160,12672,4789
59,161,8133,2525
59,162,7438,3052
59,163,10741,3958
59,164,14517,5431
59,165,10565,4397
59,166,8368,3707
59,167,12500,5191
59,168,13563,5917
59,169,8882,3025
59,170,7824,2974
59,171,10006,3782
59,172,9583,3376
59,173,10676,4333
59,174,9089,3421
59,175,11386,4733
59,176,8505,3553
59,177,9793,3444
59,178,13846,5577
59,179,10804,4532
59,180,10000,4012
59,181,16814,6345
59,182,9118,2511
59,183,11007,3087
59,184,11072,4292
59,185,14697,3817
59,186,13503,5465
59,187,14702,5881
59,188,10812,4072
59,189,10046,3353
59,190,10232,2967
59,191,13421,5138
59,192,10761,4557
59,193,11855,4474
59,194,13855,5883
59,195,14595,5322
59,196,12745,4277
59,197,17351,4421
59,198,12130,4674
59,199,12420,4352
59,200,12692,4610
60,1,NA,NA
60,2,8783,3214
60,3,9559,3421
60,4,8440,2641
60,5,8280,3222
60,6,10691,4125
60,7,6776,2158
60,8,7862,2547
60,9,8992,3113
60,10,9789,3610
60,11,7152,2570
60,12,10381,3299
60,13,8491,2492
60,14,5664,2296
60,15,5058,1523
60,16,7556,2109
60,17,6475,1508
60,18,5041,1102
60,19,7041,2036
60,20,8618,2162
60,21,8848,2764
60,22,7216,2474
60,23,6304,1656
60,24,7724,2169
60,25,5539,2371
60,26,6603,2116
60,27,9457,2749
60,28,3632,730
60,29,6930,2422
60,30,7607,2075
60,31,12055,3044
60,32,4807,1371
60,33,4308,1260
60,34,5976,2041
60,35,7097,1766
60,36,6116,2116
60,37,7510,2532
60,38,3535,959
60,39,3619,1015
60,40,13534,4485
60,41,2020,493
60,42,8164,2401
60,43,4162,1638
60,44,5699,1546
60,45,3153,1218
60,46,14399,4899
60,47,10406,3249
60,48,3033,1293
60,49,10690,2423
60,50,3651,1373
60,51,1483,506
60,52,3563,1583
60,53,3636,1546
60,54,12243,2894
60,55,9636,2951
60,56,5282,2127
60,57,2061,912
60,58,2030,994
60,59,6561,3117
60,61,11788,3744
60,62,2866,1275
60,63,12389,2683
60,64,2786,1456
60,65,13720,3723
60,66,12247,4085
60,67,5967,2900
60,68,9757,4364
60,69,1715,862
60,70,1374,763
60,71,NA,NA
60,72,11837,3850
60,73,3061,1529
60,74,6311,3226
60,75,955,507
60,76,4885,2206
60,77,4885,2318
60,78,15537,3840
60,79,13693,3129
60,80,3223,1579
60,81,5151,2463
60,82,7854,3559
60,83,6331,2471
60,84,2331,770
60,85,2466,1227
60,86,14274,5046
60,87,4730,2348
60,88,10413,5010
60,89,7381,2562
60,90,6954,3544
60,91,4482,2196
60,92,2388,1171
60,93,14483,3097
60,94,6763,2099
60,95,3928,2234
60,96,3698,1391
60,97,8398,3702
60,98,7053,3106
60,99,5595,2733
60,100,3284,920
60,101,15162,3088
60,102,4519,2151
60,103,13201,6027
60,104,17356,3113
60,105,8267,2814
60,106,12293,3655
60,107,5592,1827
60,108,7519,3582
60,109,6957,3243
60,110,5533,2557
60,111,3746,1515
60,112,3897,823
60,113,9219,2431
60,114,6517,2057
60,115,18735,4382
60,116,8326,3949
60,117,17375,3830
60,118,20598,4832
60,119,3488,1658
60,120,7466,3480
60,121,5210,2412
60,122,7887,3237
60,123,5232,1582
60,124,5295,2199
60,125,9737,4523
60,126,10843,3000
60,127,16424,3667
60,128,11562,2784
60,129,13644,4682
60,130,10465,4792
60,131,6085,2775
60,132,6967,3086
60,133,4881,1567
60,134,10968,2891
60,135,17235,3736
60,136,19781,4217
60,137,6205,2699
60,138,12639,3145
60,139,8704,3824
60,140,9912,3552
60,141,6032,1929
60,142,10795,2736
60,143,7909,2832
60,144,5699,2103
60,145,17745,4156
60,146,21363,3991
60,147,7457,3116
60,148,5251,2513
60,149,12616,3142
60,150,6572,2563
60,151,13036,2975
60,152,7343,2901
60,153,21110,4207
60,154,7588,3060
60,155,12553,3845
60,156,15176,3899
60,157,21299,4345
60,158,13502,3342
60,159,7510,2563
60,160,8517,3082
60,161,13944,3207
60,162,8702,3487
60,163,7026,2487
60,164,8029,3219
60,165,9907,4093
60,166,9025,3325
60,167,9547,3722
60,168,9179,2938
60,169,14636,3693
60,170,8716,3346
60,171,15443,4043
60,172,15394,4008
60,173,20711,5702
60,174,8628,3029
60,175,8561,2759
60,176,10128,3973
60,177,8539,2752
60,178,9525,4039
60,179,10146,4229
60,180,9767,3369
60,181,10541,3585
60,182,9804,3672
60,183,12070,4741
60,184,10918,3947
60,185,14414,2810
60,186,9307,3988
60,187,10445,4419
60,188,11050,3862
60,189,14711,4368
60,190,12851,4527
60,191,15264,3236
60,192,12289,4561
60,193,12445,4453
60,194,9565,4982
60,195,11830,3956
60,196,10266,2707
60,197,16416,3606
60,198,11517,4232
60,199,11389,3547
60,200,12521,4546
61,1,NA,NA
61,2,15803,5198
61,3,16580,5405
61,4,13229,6270
61,5,15299,5206
61,6,14411,6500
61,7,13290,5935
61,8,11248,4575
61,9,10835,5103
61,10,14848,5644
61,11,14171,4554
61,12,9139,3472
61,13,13799,5803
61,14,11756,4521
61,15,12268,3677
61,16,9849,4282
61,17,10065,3679
61,18,10995,3321
61,19,12671,5429
61,20,7887,2528
61,21,14757,6089
61,22,13250,5948
61,23,8965,3247
61,24,8154,3510
61,25,12302,4987
61,26,8768,3291
61,27,8726,3115
61,28,9969,4534
61,29,12812,5838
61,30,7599,3523
61,31,4394,3279
61,32,8331,3820
61,33,10916,4030
61,34,7146,2935
61,35,6382,3103
61,36,12570,4678
61,37,13392,5942
61,38,9473,4383
61,39,10171,3910
61,40,4971,2793
61,41,9866,4512
61,42,4030,2512
61,43,7814,3502
61,44,6103,3056
61,45,11878,4207
61,46,7328,2120
61,47,7636,3759
61,48,8798,3793
61,49,4952,2514
61,50,13886,6578
61,51,10859,5561
61,52,12572,4246
61,53,9315,4361
61,54,4000,2628
61,55,2502,1885
61,56,7244,4206
61,57,9441,4916
61,58,12284,5980
61,59,4466,2554
61,60,10340,5189
61,62,13321,6549
61,63,3440,2019
61,64,8389,4655
61,65,2076,1510
61,66,873,644
61,67,6263,3455
61,68,2348,1764
61,69,11862,5863
61,70,9115,4665
61,71,3544,2321
61,72,6927,3741
61,73,7787,4098
61,74,4512,2414
61,75,10585,5397
61,76,15063,7102
61,77,14909,7069
61,78,1411,1070
61,79,3261,2003
61,80,12842,6185
61,81,5761,3163
61,82,17877,8310
61,83,17201,6013
61,84,13569,5041
61,85,9312,4805
61,86,3003,1809
61,87,15099,7275
61,88,2365,1329
61,89,16111,7677
61,90,5486,3085
61,91,7789,4088
61,92,10575,5254
61,93,5348,2769
61,94,16727,6192
61,95,13110,5598
61,96,12795,6328
61,97,18422,8453
61,98,14097,6457
61,99,7343,3635
61,100,11644,5810
61,101,5182,2783
61,102,8197,3909
61,103,3508,1707
61,104,4460,2254
61,105,20462,7066
61,106,19672,9226
61,107,14386,6907
61,108,4616,2071
61,109,7586,3815
61,110,7931,3666
61,111,10336,5207
61,112,15135,5094
61,113,20457,6391
61,114,17606,7527
61,115,4797,2058
61,116,7038,3624
61,117,3972,1943
61,118,6627,3165
61,119,11886,5347
61,120,9263,4754
61,121,8668,4051
61,122,20461,8146
61,123,15845,6499
61,124,10524,4719
61,125,5719,2953
61,126,22637,7472
61,127,5223,2848
61,128,11223,3437
61,129,24882,8770
61,130,6498,2600
61,131,8978,4252
61,132,17563,7081
61,133,14465,6271
61,134,18913,7627
61,135,6081,2619
61,136,6107,2509
61,137,9452,3983
61,138,6998,3563
61,139,10633,5109
61,140,20733,6374
61,141,15360,6516
61,142,19660,6108
61,143,18645,5655
61,144,11085,4982
61,145,7032,3028
61,146,7467,3317
61,147,9674,4449
61,148,13371,5669
61,149,8134,3988
61,150,15734,6331
61,151,8216,2888
61,152,10419,4507
61,153,7541,3044
61,154,9970,4453
61,155,22212,7207
61,156,7766,2521
61,157,8763,3605
61,158,9079,2959
61,159,11187,4489
61,160,14473,5871
61,161,9080,2944
61,162,10726,4637
61,163,13414,5605
61,164,17251,7270
61,165,9350,4483
61,166,11382,5144
61,167,15412,6485
61,168,18086,7503
61,169,10504,3109
61,170,11097,4729
61,171,8893,3811
61,172,10184,4482
61,173,9315,4243
61,174,12102,4904
61,175,14964,6133
61,176,13119,5629
61,177,12806,4926
61,178,17385,7288
61,179,10572,3172
61,180,13640,5763
61,181,18969,7812
61,182,12457,4785
61,183,10678,3231
61,184,13835,5550
61,185,17725,6714
61,186,16185,6620
61,187,18835,7642
61,188,11943,5361
61,189,10496,3126
61,190,12390,4419
61,191,17311,6682
61,192,13775,5994
61,193,14335,4993
61,194,18859,7325
61,195,19771,5888
61,196,15750,5758
61,197,16053,6491
61,198,14653,5956
61,199,15426,5836
61,200,13823,6052
62,1,NA,NA
62,2,9769,4098
62,3,10546,4305
62,4,8845,3741
62,5,9265,4106
62,6,12919,5509
62,7,7919,3266
62,8,10684,4677
62,9,11059,5037
62,10,8115,3660
62,11,8137,3454
62,12,14304,4489
62,13,7115,3097
62,14,8525,3349
62,15,6139,2521
62,16,10169,3465
62,17,9446,3772
62,18,7269,2287
62,19,7690,3161
62,20,12523,3742
62,21,9089,3449
62,22,8370,3190
62,23,8570,3437
62,24,11378,3431
62,25,6236,2102
62,26,7985,3234
62,27,11572,4318
62,28,7484,2430
62,29,6332,2668
62,30,9611,4009
62,31,14170,4806
62,32,8395,2643
62,33,5350,1881
62,34,7818,3114
62,35,9114,2448
62,36,3731,1440
62,37,7227,3061
62,38,5114,2047
62,39,4621,2061
62,40,17286,5766
62,41,4142,1725
62,42,10181,3083
62,43,6444,2559
62,44,7715,2228
62,45,3147,1371
62,46,17853,6169
62,47,14152,4371
62,48,5270,2077
62,49,9012,3690
62,50,1829,860
62,51,3067,1426
62,52,1741,1069
62,53,6048,2682
62,54,10338,4148
62,55,11464,3740
62,56,6949,3109
62,57,4414,2267
62,58,1470,872
62,59,7872,3675
62,60,2623,1110
62,61,13805,4566
62,63,10843,3013
62,64,5330,2596
62,65,12151,5517
62,66,14264,4907
62,67,8479,3910
62,68,12023,4802
62,69,2485,1191
62,70,3886,1773
62,71,NA,NA
62,72,15618,5505
62,73,5573,2539
62,74,8732,3998
62,75,3447,1513
62,76,3591,1475
62,77,2327,1339
62,78,12099,5357
62,79,12147,3459
62,80,1429,758
62,81,7663,3473
62,82,5944,2780
62,83,2193,1156
62,84,3734,1767
62,85,4663,2108
62,86,14838,6762
62,87,2224,1191
62,88,12779,5667
62,89,3984,2115
62,90,8531,3984
62,91,6033,2713
62,92,3976,2095
62,93,11045,4775
62,94,2764,1207
62,95,6429,2979
62,96,3024,1480
62,97,6488,2923
62,98,4809,2194
62,99,7173,3173
62,100,4068,1784
62,101,13616,3418
62,102,7062,2909
62,103,13757,6255
62,104,19471,4875
62,105,4814,2121
62,106,8141,3408
62,107,3314,2414
62,108,9885,4239
62,109,8534,3684
62,110,7900,3265
62,111,5234,2238
62,112,4694,2198
62,113,5047,2089
62,114,4031,1983
62,115,16482,7225
62,116,9898,4417
62,117,15829,4160
62,118,22713,6474
62,119,5469,2654
62,120,9978,4491
62,121,6414,2771
62,122,5804,2655
62,123,4120,2630
62,124,6559,3178
62,125,11035,4948
62,126,7138,2834
62,127,14878,3997
62,128,13497,3986
62,129,9492,4435
62,130,16476,4870
62,131,7912,3365
62,132,5833,3306
62,133,6833,3426
62,134,6024,2445
62,135,15689,4066
62,136,17300,6122
62,137,8518,3678
62,138,14574,4347
62,139,9690,4188
62,140,9701,3095
62,141,6720,2822
62,142,8657,1985
62,143,6650,3487
62,144,8573,3182
62,145,16199,4486
62,146,17186,6085
62,147,9602,3727
62,148,9588,3494
62,149,11957,4713
62,150,7601,2933
62,151,14971,4177
62,152,8843,3901
62,153,17480,4794
62,154,9553,4032
62,155,8474,3443
62,156,17111,5101
62,157,18168,4770
62,158,15437,4544
62,159,10035,3537
62,160,8897,3411
62,161,15879,4409
62,162,10309,4226
62,163,8513,3392
62,164,8980,3765
62,165,12780,5237
62,166,11326,4408
62,167,9337,3850
62,168,9875,4072
62,169,16571,4895
62,170,10680,4318
62,171,17378,5245
62,172,17745,5224
62,173,18642,6158
62,174,11153,4002
62,175,9292,3926
62,176,11530,4786
62,177,10996,4342
62,178,11505,5031
62,179,13020,5371
62,180,12292,4341
62,181,11043,2682
62,182,11769,4644
62,183,13592,5224
62,184,11941,4650
62,185,10344,4139
62,186,10627,4674
62,187,15756,3659
62,188,13575,4834
62,189,15229,6142
62,190,14746,5078
62,191,11194,4565
62,192,13477,5249
62,193,14970,5425
62,194,12734,4945
62,195,12562,5123
62,196,13425,3499
62,197,12346,4935
62,198,12759,5056
62,199,14548,4339
62,200,15806,5650
63,1,NA,NA
63,2,12219,3553
63,3,12996,3760
63,4,10528,3138
63,5,9969,3441
63,6,11144,4268
63,7,10382,3179
63,8,8120,2511
63,9,8671,2756
63,10,11720,3586
63,11,10587,2909
63,12,8904,2680
63,13,11057,3263
63,14,8628,2463
63,15,8684,2032
63,16,6931,1584
63,17,6937,1615
63,18,7411,1676
63,19,9930,2888
63,20,7123,1933
63,21,11558,2649
63,22,11315,3515
63,23,5837,1183
63,24,5319,1925
63,25,8988,2351
63,26,5640,1227
63,27,8632,2374
63,28,9215,2181
63,29,10632,3790
63,30,5283,1581
63,31,11230,2725
63,32,5606,2300
63,33,8141,1841
63,34,4018,871
63,35,3600,1011
63,36,9795,2489
63,37,11212,3900
63,38,6335,2123
63,39,7396,1721
63,40,5929,2929
63,41,7090,1888
63,42,2443,1541
63,43,5039,1313
63,44,3784,1124
63,45,9103,2018
63,46,6190,3117
63,47,8752,2562
63,48,6023,1604
63,49,2035,485
63,50,11273,2916
63,51,11706,2676
63,52,9797,2057
63,53,5617,1733
63,54,1141,594
63,55,3297,1842
63,56,5704,1491
63,57,5872,2342
63,58,10424,2562
63,59,2220,1006
63,60,12389,2635
63,61,3159,1592
63,62,10843,2853
63,64,5000,2091
63,65,1967,1180
63,66,3618,1933
63,67,3538,1746
63,68,1951,916
63,69,10173,3202
63,70,11683,2401
63,71,NA,NA
63,72,10771,3096
63,73,8128,2506
63,74,1397,785
63,75,13288,2890
63,76,11028,3173
63,77,12393,3512
63,78,3271,1722
63,79,1576,649
63,80,11887,3372
63,81,3028,1419
63,82,15362,4753
63,83,13382,3900
63,84,14351,3145
63,85,12853,2821
63,86,6275,2952
63,87,13413,3935
63,88,4216,1857
63,89,13596,4120
63,90,2189,1171
63,91,5172,2506
63,92,14092,2969
63,93,2367,617
63,94,13952,3951
63,95,10011,3054
63,96,13115,3712
63,97,15906,4896
63,98,11917,4409
63,99,3549,1813
63,100,11817,3685
63,101,3045,608
63,102,5295,2120
63,103,5311,2733
63,104,6282,2863
63,105,16003,4865
63,106,17157,5669
63,107,17612,4211
63,108,3138,1167
63,109,3985,1791
63,110,5029,1877
63,111,14723,3008
63,112,15917,3198
63,113,21239,4753
63,114,18537,4431
63,115,6081,2921
63,116,5793,2731
63,117,5259,1350
63,118,8789,2882
63,119,15416,3100
63,120,5787,2749
63,121,5769,2263
63,122,17658,4603
63,123,17252,3957
63,124,7621,3172
63,125,3969,1336
63,126,17997,5694
63,127,4308,1187
63,128,6016,2510
63,129,25664,7132
63,130,4847,1624
63,131,6075,2463
63,132,15946,3775
63,133,16773,3712
63,134,17934,4603
63,135,5119,1256
63,136,6787,1873
63,137,6549,2195
63,138,5325,2018
63,139,7051,2947
63,140,17958,4185
63,141,12458,4699
63,142,16885,3919
63,143,15870,3466
63,144,8245,3302
63,145,5629,1676
63,146,6673,1836
63,147,6772,2660
63,148,12820,2940
63,149,6462,2443
63,150,12831,4547
63,151,6565,1912
63,152,7516,2719
63,153,6834,2293
63,154,7068,2654
63,155,19437,5149
63,156,6115,1545
63,157,8265,2689
63,158,7428,1983
63,159,8285,2702
63,160,11570,4087
63,161,7429,1968
63,162,7824,2848
63,163,10420,3780
63,164,17811,4532
63,165,7678,2938
63,166,8479,3355
63,167,12509,4701
63,168,21199,5313
63,169,8854,2133
63,170,8195,2940
63,171,7982,2541
63,172,8683,2794
63,173,8595,3222
63,174,9200,3119
63,175,19346,4435
63,176,10216,3841
63,177,9904,3142
63,178,22046,5492
63,179,8922,2196
63,180,10738,3965
63,181,18567,4698
63,182,8982,2862
63,183,9028,2255
63,184,10933,3766
63,185,14920,3391
63,186,20567,4922
63,187,22898,5714
63,188,10333,3635
63,189,8846,2150
63,190,10102,3318
63,191,17970,4057
63,192,10873,4205
63,193,11377,4037
63,194,19377,4574
63,195,18261,4174
63,196,16409,3090
63,197,17574,3966
63,198,11751,4172
63,199,12531,4050
63,200,12213,4173
64,1,NA,NA
64,2,9550,3961
64,3,10327,4168
64,4,10534,3636
64,5,8718,3850
64,6,9988,4766
64,7,9235,3624
64,8,7154,2898
64,9,7260,2794
64,10,10708,4285
64,11,9404,3563
64,12,8205,3268
64,13,10147,3579
64,14,7984,2969
64,15,6683,3058
64,16,5670,1730
64,17,5901,1698
64,18,5902,2208
64,19,8917,3380
64,20,6985,2370
64,21,9633,3591
64,22,9045,3655
64,23,5035,1680
64,24,5667,2144
64,25,7443,2990
64,26,4062,1359
64,27,7493,2945
64,28,5892,2516
64,29,9553,3855
64,30,5128,2006
64,31,11317,3828
64,32,3912,1318
64,33,6323,1995
64,34,3516,1462
64,35,4082,1948
64,36,7977,2643
64,37,10133,3965
64,38,4383,1789
64,39,5578,1875
64,40,10553,4756
64,41,5116,2178
64,42,4290,2111
64,43,2328,1224
64,44,2594,1514
64,45,6137,2421
64,46,10814,4944
64,47,8783,3224
64,48,4031,1788
64,49,3192,1585
64,50,5880,2427
64,51,3196,1385
64,52,5199,2172
64,53,1280,737
64,54,4080,2377
64,55,4491,2758
64,56,1621,839
64,57,1401,726
64,58,4212,1817
64,59,2214,1512
64,60,3698,1656
64,61,7580,3963
64,62,5427,2587
64,63,4263,2253
64,65,6493,3353
64,66,8039,4304
